date,y_true,y_pred,pos,r_gross,cost,r_net,model,H,strategy,tau,phase,allow_short,tc_bps,use_non_overlapping,is_baseline,ref_model
2024-11-14,0.0027149761562963,0.000748484804336,1,0.0027149761562963,0.0,0.0027149761562963,ElasticNet,20,model,0.0005,9,True,1.0,True,False,
2024-12-12,0.0276617305033575,0.0008122523134054,1,0.0276617305033575,0.0,0.0276617305033575,ElasticNet,20,model,0.0005,9,True,1.0,True,False,
2025-01-13,-0.0150268541330804,0.0008154719114212,1,-0.0150268541330804,0.0,-0.0150268541330804,ElasticNet,20,model,0.0005,9,True,1.0,True,False,
2025-02-10,-0.0409874131740863,0.0007427091938034,1,-0.0409874131740863,0.0,-0.0409874131740863,ElasticNet,20,model,0.0005,9,True,1.0,True,False,
2025-03-10,-0.0068523165383753,0.0006321032868983,1,-0.0068523165383753,0.0,-0.0068523165383753,ElasticNet,20,model,0.0005,9,True,1.0,True,False,
2025-04-07,-0.0397089206279028,0.0004848122353373,0,-0.0,0.0001,-0.0001,ElasticNet,20,model,0.0005,9,True,1.0,True,False,
2025-05-06,-0.0001007708974496,0.000479493701153,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,9,True,1.0,True,False,
2025-06-03,-0.0245868034146026,0.0004103864573791,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,9,True,1.0,True,False,
2025-07-01,0.0211545367703518,0.0003817527928592,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,9,True,1.0,True,False,
2025-07-29,-0.0067982606708012,0.000412566769226,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,9,True,1.0,True,False,
2025-08-26,-0.0098220556354586,0.0003777171649553,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,9,True,1.0,True,False,
2025-09-23,0.0170247243594916,0.0004038411895916,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,9,True,1.0,True,False,
2025-10-21,0.0062475011750739,0.0004431412990325,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,9,True,1.0,True,False,
2021-12-10,-0.0011452966008009,0.0003916995796082,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2022-01-10,-0.0061654409212046,0.0003714034140332,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2022-02-07,0.0399662825912621,0.0003977308355421,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2022-03-07,-0.0029250109109133,0.0005054977243375,1,-0.0029250109109133,0.0001,-0.0030250109109133,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2022-04-04,0.0467679187886647,0.0006078365859301,1,0.0467679187886647,0.0,0.0467679187886647,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2022-05-02,-0.0201554946361843,0.0007197626104338,1,-0.0201554946361843,0.0,-0.0201554946361843,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2022-05-30,0.0220815352932257,0.0007295865798938,1,0.0220815352932257,0.0,0.0220815352932257,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2022-06-27,0.0241433645065605,0.0008640190337434,1,0.0241433645065605,0.0,0.0241433645065605,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2022-07-25,0.0238493185607815,0.0008494575639592,1,0.0238493185607815,0.0,0.0238493185607815,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2022-08-22,0.0063074389831916,0.0009721952288806,1,0.0063074389831916,0.0,0.0063074389831916,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2022-09-19,0.0207420187610782,0.0010909990487375,1,0.0207420187610782,0.0,0.0207420187610782,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2022-10-17,-0.0492097452194517,0.0010344591378767,1,-0.0492097452194517,0.0,-0.0492097452194517,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2022-11-14,-0.0144485255847168,0.0008189939363168,1,-0.0144485255847168,0.0,-0.0144485255847168,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2022-12-12,-0.0186257304601165,0.0007353197177954,1,-0.0186257304601165,0.0,-0.0186257304601165,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2023-01-11,0.0021297200692611,0.0006472128005262,1,0.0021297200692611,0.0,0.0021297200692611,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2023-02-08,0.0215247225392856,0.000730303388196,1,0.0215247225392856,0.0,0.0215247225392856,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2023-03-08,-0.0367252490633545,0.0006871582960132,1,-0.0367252490633545,0.0,-0.0367252490633545,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2023-04-05,-0.0050199426250516,0.0006174335211649,1,-0.0050199426250516,0.0,-0.0050199426250516,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2023-05-03,0.0290777524321148,0.0006568184123718,1,0.0290777524321148,0.0,0.0290777524321148,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2023-05-31,-0.0138013096398745,0.0006706469492296,1,-0.0138013096398745,0.0,-0.0138013096398745,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2023-06-28,-0.0197268284197154,0.0006010292328488,1,-0.0197268284197154,0.0,-0.0197268284197154,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2023-07-26,0.0247675525477868,0.0006403613177627,1,0.0247675525477868,0.0,0.0247675525477868,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2023-08-23,0.0163041877682257,0.0007179460438798,1,0.0163041877682257,0.0,0.0163041877682257,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2023-09-20,0.0136994914965642,0.0007872874919386,1,0.0136994914965642,0.0,0.0136994914965642,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2023-10-18,-0.0206681608126579,0.0007737467830015,1,-0.0206681608126579,0.0,-0.0206681608126579,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2023-11-15,-0.0146678302772684,0.0006758178731731,1,-0.0146678302772684,0.0,-0.0146678302772684,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2023-12-13,-0.0045793425375313,0.0006060387259832,1,-0.0045793425375313,0.0,-0.0045793425375313,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2024-01-12,0.0165613198812542,0.0006618262462335,1,0.0165613198812542,0.0,0.0165613198812542,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2024-02-09,-0.0135385493089481,0.0006808832732182,1,-0.0135385493089481,0.0,-0.0135385493089481,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2024-03-08,0.0153618788290135,0.0006723514610542,1,0.0153618788290135,0.0,0.0153618788290135,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2024-04-05,0.0069746616279573,0.0007394019461399,1,0.0069746616279573,0.0,0.0069746616279573,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2024-05-03,-0.0034334797678914,0.0007083797236225,1,-0.0034334797678914,0.0,-0.0034334797678914,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2024-05-31,0.0113993824884959,0.0007136856026684,1,0.0113993824884959,0.0,0.0113993824884959,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2024-06-28,-0.0147488281769456,0.00069597198102,1,-0.0147488281769456,0.0,-0.0147488281769456,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2024-07-26,-0.0351187084422512,0.0006222474199716,1,-0.0351187084422512,0.0,-0.0351187084422512,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2024-08-23,0.0,0.0005452382975338,1,0.0,0.0,0.0,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2024-09-20,0.0271305999439901,0.0005761860998411,1,0.0271305999439901,0.0,0.0271305999439901,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2024-10-18,0.0304524435232878,0.000678252117432,1,0.0304524435232878,0.0,0.0304524435232878,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2024-11-15,0.0029014012585362,0.0007488911042021,1,0.0029014012585362,0.0,0.0029014012585362,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2024-12-13,0.0209930491207481,0.0008177768973951,1,0.0209930491207481,0.0,0.0209930491207481,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2025-01-14,-0.0120610954328501,0.0008122255331334,1,-0.0120610954328501,0.0,-0.0120610954328501,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2025-02-11,-0.0442202221312619,0.0007341928422998,1,-0.0442202221312619,0.0,-0.0442202221312619,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2025-03-11,-0.0032000027306704,0.0006305820633566,1,-0.0032000027306704,0.0,-0.0032000027306704,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2025-04-08,-0.0330780021307974,0.0004766758521666,0,-0.0,0.0001,-0.0001,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2025-05-07,-0.0082661761006912,0.0004793767123227,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2025-06-04,-0.0205560236912099,0.0004053669413405,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2025-07-02,0.0309282026762902,0.0003859073496547,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2025-07-30,-0.0160568963546845,0.0004111303494172,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2025-08-27,-0.0036716002490502,0.0003756934005108,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2025-09-24,0.0104691711909383,0.0004071259491113,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2025-10-22,0.0133583064081079,0.0004442838895593,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,10,True,1.0,True,False,
2021-12-13,-0.0072939783625534,0.0003913229571675,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2022-01-11,0.000209139392167,0.0003698094505279,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2022-02-08,0.0351345845699677,0.000407332522452,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2022-03-08,0.0041303640042302,0.000504669299166,1,0.0041303640042302,0.0001,0.004030364004230199,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2022-04-05,0.0393289734110471,0.0006189300928281,1,0.0393289734110471,0.0,0.0393289734110471,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2022-05-03,-0.0166662402526647,0.0007147697242232,1,-0.0166662402526647,0.0,-0.0166662402526647,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2022-05-31,0.0267639362837073,0.0007346691670667,1,0.0267639362837073,0.0,0.0267639362837073,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2022-06-28,0.025320200097016,0.0008695341594181,1,0.025320200097016,0.0,0.025320200097016,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2022-07-26,0.0132525919032708,0.0008548807804168,1,0.0132525919032708,0.0,0.0132525919032708,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2022-08-23,0.0145320840967517,0.0009734473395951,1,0.0145320840967517,0.0,0.0145320840967517,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2022-09-20,0.0172712757693389,0.0010955893359864,1,0.0172712757693389,0.0,0.0172712757693389,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2022-10-18,-0.0524533355652456,0.0010227771559289,1,-0.0524533355652456,0.0,-0.0524533355652456,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2022-11-15,-0.0230070039519745,0.00081546060618,1,-0.0230070039519745,0.0,-0.0230070039519745,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2022-12-13,-0.0167777780326581,0.0007308596739857,1,-0.0167777780326581,0.0,-0.0167777780326581,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2023-01-12,0.0094418377976701,0.0006475527471597,1,0.0094418377976701,0.0,0.0094418377976701,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2023-02-09,0.0200457486719241,0.0007350498888011,1,0.0200457486719241,0.0,0.0200457486719241,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2023-03-09,-0.0337018329183154,0.0006786574081787,1,-0.0337018329183154,0.0,-0.0337018329183154,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2023-04-06,-0.0041334573171072,0.0006161583851898,1,-0.0041334573171072,0.0,-0.0041334573171072,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2023-05-04,0.0210780637262537,0.0006632180822705,1,0.0210780637262537,0.0,0.0210780637262537,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2023-06-01,-0.0021266320242983,0.0006674028432916,1,-0.0021266320242983,0.0,-0.0021266320242983,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2023-06-29,-0.0153091576551984,0.0005964927772245,1,-0.0153091576551984,0.0,-0.0153091576551984,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2023-07-27,0.0214832077517295,0.0006457217246123,1,0.0214832077517295,0.0,0.0214832077517295,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2023-08-24,0.0131844844794564,0.0007213935647213,1,0.0131844844794564,0.0,0.0131844844794564,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2023-09-21,0.0084117503695004,0.0007901309634217,1,0.0084117503695004,0.0,0.0084117503695004,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2023-10-19,-0.0180441742813171,0.0007690456412353,1,-0.0180441742813171,0.0,-0.0180441742813171,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2023-11-16,-0.0231700540152948,0.0006724684629679,1,-0.0231700540152948,0.0,-0.0231700540152948,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2023-12-14,0.0043061330974927,0.0006049117141893,1,0.0043061330974927,0.0,0.0043061330974927,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2024-01-15,0.0171374673909499,0.0006652669503311,1,0.0171374673909499,0.0,0.0171374673909499,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2024-02-12,-0.0125581248534185,0.0006778194006515,1,-0.0125581248534185,0.0,-0.0125581248534185,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2024-03-11,0.0122700925918142,0.0006755030438407,1,0.0122700925918142,0.0,0.0122700925918142,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2024-04-08,0.0087002795562565,0.0007407339819616,1,0.0087002795562565,0.0,0.0087002795562565,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2024-05-06,-0.0087002795562565,0.0007074986643815,1,-0.0087002795562565,0.0,-0.0087002795562565,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2024-06-03,0.0167591048726079,0.000715949041958,1,0.0167591048726079,0.0,0.0167591048726079,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2024-07-01,-0.0127341832913945,0.0006927142716427,1,-0.0127341832913945,0.0,-0.0127341832913945,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2024-07-29,-0.036126804915745,0.0006147403929054,1,-0.036126804915745,0.0,-0.036126804915745,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2024-08-26,0.0,0.0005451242548027,1,0.0,0.0,0.0,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2024-09-23,0.0308527839648205,0.0005817171170967,1,0.0308527839648205,0.0,0.0308527839648205,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2024-10-21,0.0215900725265711,0.0006844280542513,1,0.0215900725265711,0.0,0.0215900725265711,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2024-11-18,0.0054424456380122,0.0007493357458369,1,0.0054424456380122,0.0,0.0054424456380122,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2024-12-16,0.02065366308004,0.0008219273339767,1,0.02065366308004,0.0,0.02065366308004,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2025-01-15,-0.0105977124191678,0.0008095880979836,1,-0.0105977124191678,0.0,-0.0105977124191678,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2025-02-12,-0.0409416669268365,0.0007250203438355,1,-0.0409416669268365,0.0,-0.0409416669268365,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2025-03-12,-0.006876207423657,0.0006298036474261,1,-0.006876207423657,0.0,-0.006876207423657,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2025-04-09,-0.0222078498878728,0.0004698847819413,0,-0.0,0.0001,-0.0001,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2025-05-08,-0.0190596601214139,0.0004776138514452,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2025-06-05,-0.0159252038529595,0.0004011586717897,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2025-07-03,0.0283052120013325,0.0003920145872725,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2025-07-31,-0.0218433196766882,0.0004078505193626,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2025-08-28,0.0075372122963273,0.0003748905253571,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2025-09-25,0.0039495722008338,0.0004091141026861,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2025-10-23,0.0122553015522255,0.0004468255196555,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,11,True,1.0,True,False,
2021-12-14,-0.0172337024112634,0.0003894402277898,0,-0.0,0.0,-0.0,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2022-01-12,0.0059870983945478,0.0003697702818154,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2022-02-09,0.0256397793944396,0.0004157573773883,0,0.0,0.0,0.0,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2022-03-09,0.0165008552340015,0.0005055446479601,1,0.0165008552340015,0.0001,0.0164008552340015,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2022-04-06,0.0295782975090688,0.0006282309201511,1,0.0295782975090688,0.0,0.0295782975090688,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2022-05-04,-0.000877663521158,0.0007106135764525,1,-0.000877663521158,0.0,-0.000877663521158,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2022-06-01,0.0251446222567999,0.0007408636618589,1,0.0251446222567999,0.0,0.0251446222567999,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2022-06-29,0.0126679705042258,0.0008753254114166,1,0.0126679705042258,0.0,0.0126679705042258,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2022-07-27,0.0207323932186582,0.0008578033902996,1,0.0207323932186582,0.0,0.0207323932186582,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2022-08-24,0.0178739027983558,0.0009766286246155,1,0.0178739027983558,0.0,0.0178739027983558,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2022-09-21,0.0209291245406131,0.0010993669367415,1,0.0209291245406131,0.0,0.0209291245406131,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2022-10-19,-0.0611336910055033,0.0010103466322838,1,-0.0611336910055033,0.0,-0.0611336910055033,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2022-11-16,-0.0239002092744256,0.0008099486986006,1,-0.0239002092744256,0.0,-0.0239002092744256,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2022-12-14,-0.0152452338475832,0.0007268272839105,1,-0.0152452338475832,0.0,-0.0152452338475832,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2023-01-13,0.0138951854265219,0.0006495688601928,1,0.0138951854265219,0.0,0.0138951854265219,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2023-02-10,0.0091254655638586,0.0007394567118917,1,0.0091254655638586,0.0,0.0091254655638586,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2023-03-10,-0.02409755157906,0.0006708472104671,1,-0.02409755157906,0.0,-0.02409755157906,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2023-04-07,-0.0086572109801146,0.000615084297514,1,-0.0086572109801146,0.0,-0.0086572109801146,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2023-05-05,0.0272894821642317,0.0006678139502677,1,0.0272894821642317,0.0,0.0272894821642317,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2023-06-02,-0.010632228517041,0.0006667766588749,1,-0.010632228517041,0.0,-0.010632228517041,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2023-06-30,-0.0126144536824144,0.000592943993103,1,-0.0126144536824144,0.0,-0.0126144536824144,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2023-07-28,0.023919468038664,0.0006503502199537,1,0.023919468038664,0.0,0.023919468038664,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2023-08-25,0.0143091251912199,0.0007241496662062,1,0.0143091251912199,0.0,0.0143091251912199,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2023-09-22,0.0054784306284823,0.000791808994995,1,0.0054784306284823,0.0,0.0054784306284823,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2023-10-20,-0.0213260176616083,0.0007649217438389,1,-0.0213260176616083,0.0,-0.0213260176616083,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2023-11-17,-0.0132708878439542,0.0006672649443126,1,-0.0132708878439542,0.0,-0.0132708878439542,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2023-12-15,0.0078675555159017,0.0006057159778536,1,0.0078675555159017,0.0,0.0078675555159017,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2024-01-16,0.0153612851614868,0.0006688308188817,1,0.0153612851614868,0.0,0.0153612851614868,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2024-02-13,-0.019238761907907,0.0006749680554869,1,-0.019238761907907,0.0,-0.019238761907907,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2024-03-12,0.0114916044191097,0.0006779900857858,1,0.0114916044191097,0.0,0.0114916044191097,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2024-04-09,0.0120253405601165,0.000742434013054,1,0.0120253405601165,0.0,0.0120253405601165,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
2024-05-07,-0.0124094757804362,0.0007054978608467,1,-0.0124094757804362,0.0,-0.0124094757804362,ElasticNet,20,model,0.0005,12,True,1.0,True,False,
